UserName,Sentiment,Lemmatized
2483,Positive,"package arrive lax united kingdom supposedly carry purified water cbp officer find vial white liquid label âcorona virus covid 
"
2484,Neutral,"âthe american public aware bogus home testing kit sale online informal direct consumer setting â cbp say 
"
2485,Negative,"panicbuying intensify longisland place add stress life basic need food scarce 

 shop sensibly read kristinsalaky 

  coronaviruspandemic coronavirus 

"
2486,Negative,talk toiletpaperpanic food grocery store line sportsmanâs warehouse purchase gun coronapocalypse coronaoutbreak
2487,Extremely Negative,quick rant covid fact yâall leave people low income food water yâall selfish ass bitch need stalk month cause people panic leave food people disgusting
2488,Positive,"  flattenthecurve apply grocery toiletpaper 

 start hoarding need system break 

 important normalize demand buy time 

  coronavirus"
2489,Positive,  mamafooce cnn cillizzacnn theyâre close area texas iâm trip kid grocery store mall park restaurant people arenât stay home whatâ point socialdistancing closetheschool
2490,Neutral,  man wander aimlessly aisle guess itâ time theyâve grocery store giant ashburn va
2491,Neutral,"can food probably cause butt load diarrhea tp stock 
  washyourbum coronavirus coronapocalypse toiletpaperapocalypse"
2492,Extremely Positive,"covid shelf store fully stock early week wipe clean item disinfectant supply hand sanitizer toilet paper 

"
2493,Neutral,currently happen grocery store gas station opposite socialdistancing
2494,Extremely Negative,epidemic perspective situation suffer bomb night night year child evacuate panic buy food commodity strictly ration covid day mass theatric
2495,Extremely Negative,"world implode sky fall supermarket shelf cottagecheese global pandemic people buy cottage cheese aka crap 
 
 
 
  covid  "
2496,Neutral,shelf local grocery store sagunto spain yesterday government announce day closure non essential store hoard
2497,Positive,folk order extra grocery consider local food bank people food insecurity don t ability order extra stock need help
2498,Positive,buy food need donât resource ability stock long fellow meat eater responsibility shop dietary restriction mind instead pls covid academicchatter
2499,Negative,mean profit sell sell toilet paper cleaning supply wet wipe diaper etc etc need extraordinary inflated price need face criminal charge
2500,Negative,sense italy infect coronavirusau see coronavirus coronaoutbreak coronaviruspandemic canceleverythe toiletpaper travelban
2501,Negative,wrong attitude canadian couple resell lysol wipe amazon inflated price smartnews coronavirus
2502,Positive,online shopping right notice designer suddenly sale sale free shipping like fuck price gauge onlineshopping coronavirus
2503,Extremely Positive,iâm glad single business enter email handle covid way carefully health safety mind thank online shopping addiction supporter appreciate
2504,Extremely Negative,inbox email covid retail store get email address responsibly respond crisis health insurance tell cover test
2505,Extremely Negative,figure rush hour traffic today everybody grocery store panic buying cleaning supply toilet paper bottled water coronavirus
2506,Negative,concerned elderly mobile community craziness supermarket maybe start movement help online shopping take basic item coronavirus australia
2507,Positive,ppl wait grocery store line hour long itâ time like wonder technology like amazon implement cashier isnât norm coronavirus ithoughtwewouldbelivinglikethejetsonsbynow
2508,Negative,taste downtown food festival originally schedule march laredo mansion postpone light panic surround covid coronavirus
2509,Negative,iâm dread trip grocery store tomorrow procrastination
2510,Positive,"city las piã±as advisory covid 

 â metro manila wide curfew start march april 

 â closing mall exempt supermarket grocery public market pharmacy 

 â las piã±as city government declare state calamity anytime soon"
2511,Negative,  vegan coronavirus eat animal pay murder say survive vegan food survival stake stock exactly vegan food pasta bean pulse rice life interesting way prove hypocrisy
2512,Negative,feel stupid worry covid thing virus socioeconomic impact come month bring likely cancel trip month cancun affect job search sean say stock can food
2513,Positive,theo panic buying chewy local store run favorite cat food thank chewy quick delivery remember stock pet caturday catsoftwitter coronavirusupdates coronavirus covid
2514,Positive,"thing local grocery store 
  toilet paper 
  hand sanitizer 
  hand soap 
  kleenex 
  rub alcohol 
  wipe 
  clean supply 
  water 
  bread 
  ground beef 
  condom 
  patience 
  fuck 
  apocalypsenow hideyakid hideyawife"
2515,Extremely Negative,rumor misinformation dangerous create panic chaos jeopardize safety read state emergency new york city stop rush toilet paper canned food everybody
2516,Positive,"boomer stock food toilet paper 
 millennial gen z create spotify playlist title âcovid "
2517,Positive,message express macys nordstrom neimanmarcus retail clothing brand â time eliminate hand touchy germ checkout procedure store location coronavirus
2518,Extremely Negative,  coronavirus long proud british people stock piling disgrace poor elderly high risk food essential babyâ go clean product feed pure selfishness bravo
2519,Positive,"coronavirus change life 
 â dependence food grocery delivery service 
 â increase online transaction shopping bank 
 â video tele conference new âmeetingâ 
 â online youtube class lesson 
 â streaming tv music show 
 â remote working"
2520,Extremely Positive,hey tesco sainsbury morrison people online shopping covid possible add way donate like trusselltrust checkout feel like foodbank need support
2521,Extremely Negative,gas price go good thing guy hundred thousand oil field family lose job subsequently livelihood virus isnât effect folk contracting illness worldwide spread panic virus
2522,Extremely Negative,"panic drop market iâve decline sale e com brand 

  inventory problem china lockdown 

 curious covid effect sale online shopping move forward"
2523,Positive,  amy siskind remember local food bank able afford reassurance stock pantry stock grab couple item local food bank foodinsecurity bekind
2524,Negative,  united canât imagine consumer unfriendly coronavirus waiver policy refund need
2525,Extremely Positive,"  pantrymeal food preparenotpanic coronaoutbreak coronavirus 
 think fresh meat stock place maybe list people contribute favorite pantry meal"
2526,Neutral,oil price plummet amid magnitude spread hurt economy heavily reliant energy export
2527,Extremely Negative,grocerie want panic buy coronavirusupdates coronavirus coronapocalypse saturdaythought covid
2528,Extremely Negative,"bread circus spread word food shortage ahead iceagefarmer 
  problemreactionsolution panic jpmorgan step create fed 
  farmer restrict farmer market way help gsm growyourown q 
 "
2529,Positive,stand buy worth meat grocery store coronapocalypse coronavirus
2530,Negative,online shopping unbothere coronavirus frenzy amazonprime
2531,Negative,"thing go buy tissue like covid affect shit canât prioritize buy thing 

 apply far tissue food shortage come 
  locust 
  pandemic panic 
  previous mistake"
2532,Extremely Positive,"hello 
 sell high quality nigeria shoe affordable price 

 try u thank later 

 price 

 location kano 

 nationwide international delivery 

 whatsapp 

 kindly retweet plz 

  ehub 
 "
2533,Negative,like heb know panic shopping covid buy food teenage boy home week spring break
2534,Extremely Positive,"actually know coronavirus quarantineandchill 

 ton hype friend cousin brother niece s neighbor good friend wife see grocery store sneeze hear"
2535,Extremely Negative,need panic crazy hoarding food essential single mother afford stock baby milk essential item pls care elderly vulnerable pls think coronavirus
2536,Neutral,stock food covid
2537,Neutral,select apple store remain open temporarily customer pende sale repair pickup hartleycharlton
2538,Positive,supermarket buying supply happen elderly have trouble reach thing load unload heavy item cart second offer help
2539,Positive,beg stop panic buy dog food promise wonât need bag dog food dog hungry stock pile think people animal coronavirus covid panic grocerystore
2540,Neutral,iâm online shopping hole stop spring clothe spring shoe spring bag spring skin like iâm book facial ordering new closet covid effect affect idk
2541,Neutral,canât spend money instead online shopping clothe covid run course itâ hoe
2542,Negative,"doctor 
 âavoid public space â 
 âcovid dangerous old adult â 

 normal people 
  âwe need stock food water stay â 

 old people 
 âwe need hobby lobby asap â"
2543,Extremely Positive,"retail store affect business 
  outbreak ethical hike product price time clean product grocery see price hike good"
2544,Positive,tigerfitnesscom statement handling include measure temperature enter building closing gym retail store public statement find
2545,Negative,"normal weekend seeinâ doinâ watchinâ tv happy woo face mask online window shopping 

 covid voluntary isolation day iâm bored omg seriously long"
2546,Positive,dog cat food donât care coronavirus wuhancoronavius expect demand food inmyquarantinesurvivalkit
2547,Negative,hey go crazy home rainy day amid coronavirus shutdown see weird thing grocery store dm email story mkendall bayareanewsgroup com coronavirusoutbreak coronapocalypse coronaoutbreak
2548,Extremely Negative,"health sh t everyday need buy toilet paper month low quality food eat everyday virus panic toilet paper 

  coronavirus panicbuye"
2549,Positive,"delivery slot online shopping tesco sunday 

  day away ok coronavirus coronapocalypse coronauk coronavirusupdate"
2550,Positive,  apple applesupport like know covid outbreak go delay recent order currently mark available pick april local retail store itâ simple  mbp
2551,Negative,stream tonight gov ga say stock week s worth food case stick home get bunch moon pie refuse end like woody harleson zombieland guy sunday
2552,Positive,downside coronavirus young strap like work home time rest sneeze drink oj stay sunny sf home visit grocery store maybe week like force vacation
2553,Extremely Negative,  covid preparedness stock food toilet paper avoid panic buying say health canada topbuzz
2554,Positive,informal worker engine economic growth country hit hard coronaviruspandemic deserve pay sick day right thing economically sensible ethical
2555,Positive,understand stressful uncertain time people l world respond covid work community safe hear report misinformation stick trust news source gov agency lapublichealth cdcgov
2556,Negative,idea help elderly neighbor offer help place grocery food delivery order online donât need store knowledge grant intimidate covid panicshopping coronavirus
2557,Extremely Negative,ridiculous scene tesco colney hatch morning shelf clear like riot selfishness people fill trolley multiple pack leave staggering plus get early avoid crowded space
2558,Extremely Positive,read german friend covid update run new word instantly suspect meaning yes hamsterkã¤ufe mean panic buying yes hamster fluffy scared little animal shove food cheek german great
2559,Neutral,"thing go happen work home 
  work 
  work 
  online shopping 

  coronavirus"
2560,Negative,get email covid retailer online shopping damn point
2561,Neutral,work saturdaymorning wonder workplace contaminate everybody supermarket prepare
2562,Extremely Positive,"understand virus take lightly people act like itâ zombie apocalypse water aisle local grocery store 

 stay safe donât panic weâll panicbuye coronaalert"
2563,Extremely Negative,coronavirus pandemic stress m scared ll catch work retail panic shopping make job hard selfquarantine stop come store
2564,Negative,"  coronavirus outbreak globe high immunity food set raise demand 

  coronaoutbreak"
2565,Negative,thursday evening brantford local grocery store toilet paper paper towel likely restock later night shock coronavirus coronapocalypse ontario brantford news notoiletpaper panicbuye toiletpaperpanic
2566,Negative,"trader joe u s suck 

 food rich important disciple buy want cook day bad snack food 

 panic shopping get tinge megachurch trend 

 trader joe covid medium coverage day"
2567,Extremely Negative,  medium inspire covid pandemic panic turn u s venezuela toilet paper relate paper product generally stock social distancing business strangle attack garbage truck food th
2568,Positive,find hand sanitizer supermarket
2569,Extremely Negative,covid kill happen people panic buy food leave trumpplague
2570,Extremely Positive,pal vtteddybear shut retail store tour coronavirus hoomâ friend send pic âjohnson pajama llama charge teddy bear store human return good hand â online shopping available
2571,Positive,store sell panicbuye amazon food stock welch fruit snack ad coronavirus virus coronavirusoutbreak wuhanvirus coronavirususa pandemic coronaoutbreak coronaviruspandemic coronapocalypse
2572,Positive,store sell panicbuye amazon food stock pepperidge farm goldfish variety pack cracker ad coronavirus coronavirusoutbreak coronavirususa pandemic china wuhan flu coronaoutbreak coronapocalypse
2573,Positive,"store sell panicbuye amazon food stock 
  nabisco cookies variety pack ad coronavirus coronavirusoutbreak wuhanvirus coronavirususa pandemic china wuhan flu coronaoutbreak coronapocalypse"
2574,Positive,go supermarket today fresh veg bread meat manage buy dog food wine hã¤agen dazs salt caramel ice cream covid coronavirus coronavirusespana
2575,Extremely Positive,"time like find good people 

  people donate money food fortunate position 

  people buy item demand shortage sell high bidder 

  coronavirus"
2576,Extremely Negative,food emergency supply store struggle meet demand coronavirus yzf
2577,Extremely Positive,"hereâs list wefoodbank drop point ne donation greatly appreciate unchartered time thank 

 thereâs new wishlist online supermarket shopping send delivery wefoodbank opening hour address 

  nufc"
2578,Negative,bulk buying coronavirus think self isolate isolate donât need stock people havenât get coronavirus drop food supply parcel outside house open door coronavirus uk
2579,Negative,run family samâs club today spend stock tp water food concerned coronavirus tell actually concerned get sick business able supply demand
2580,Extremely Positive,head grocery store wish luck
2581,Extremely Positive,"time share extra kindness warmth humour support interaction supermarket staff seige strange frontline shop right feel hug 
 "
2582,Extremely Negative,work retail today young kid asian decent coughing store grown ass man start yell try chase store scream swear world come coronavirus
2583,Extremely Negative,"  deaceproducer costco trip stop yesterday dog food say canât stock 
 wasnât piss coronavirus see people panicbuye dog food"
2584,Extremely Positive,good iâve hear far today iâm drive work call radio say âitâs morning iâm grocery store lady yell hand sanitizer plenty soap â priority
2585,Negative,"stock snack food large factory facility confirm case show location shut week warning 

  doritos 
  sunchip 
  tostitos 
  frito 
 
  coronavirus"
2586,Negative,  lollyscupcakery crazy katie not toilet roll thing stock food know coronavirus
2587,Extremely Negative,covid deadly you stock pile food aid leave mfs doa bet condom shelf
2588,Extremely Positive,happy saturday friend sanitize shipping facility storefront multiple time daily want strongly encourage shopping experience online err safety time covid season
2589,Negative,"interesting scene grocery store night thought 
  fear make monkey 
  time inventory doesnât deal demand supply shock coronavirus canada"
2590,Extremely Negative,"stock food eventually starve need shit receed need stock toilet paper 
 simple solution people 
  coronavirus"
2591,Positive,  louisianagov ban public gathering certain number people retail store public business worry people gather grocery store business co
2592,Negative,  stage covid concern proactive consideration extra food demand school close line recommendation work home clean house social distance wash hand shit scare head costco alllll toilet paper
2593,Extremely Negative,iâm sure tweet go result verbal evisceration think mad emptying grocery store country uncalled weâre create atmosphere hysteria isnât help situation yâall think wrong
2594,Negative,grocery store tp cleaner cereal flour think bake anymore anti gluten coronavirus mmmbread
2595,Negative,  eveldick maybe people grocery store shop old woman stand toilet paper aisle chat coronavirus store m
2596,Neutral,evening realise german shepard puppy wind toxic consumer advice buy man hold breath
2597,Positive,people have food grocery deliver tip driver feel entitle demand face coronavirus bring box cereal free fuck dystopia gigeconomy
2598,Extremely Negative,"currently stand continue escalation active covid case see disruption global travel consumer corporate activity supply chain labour productivity illness self isolation 

"
2599,Extremely Negative,"stock market business crash d spread pandemic 

 shopping mall run food supply cos people stock home business crash exploit d crisis thrive irony life 

  coronavirus"
2600,Negative,"response corona 
 cancel event 
  online shopping rise covid virus 

 unparalleled response coronavirus emergency plan 
  exclusively vendor 
 bring people bring"
2601,Neutral,shelf usually shop bread local grocery store
2602,Neutral,"see man supermarket saturday day football 

  coronaviruspandemic coronavirusupdates coronavirus panicbuye uk"
2603,Extremely Positive,"stock food water supplement like selenium zinc vitamin c protect deadly coronavirus buffalo ny overflow covid 

  canadian bc vancouver victoria ubc bts exo fx kpop sfu fortnite bcit uvic richmond"
2604,Positive,"stock month worth food water quickly covid pandemic gov t protect 

 coronavirus tether tezos feminist christian catholic librarian stewardess lesbian transgener gay cook chef baker waitress clerk janitor"
2605,Negative,case kazakhstan yesterday go supermarket today people buy stuff usually price rise change price tag right reason toilet paper leave
2606,Negative,"campaign launch today fight hunger demand north texas food bank increase school closure long spring break loss income etcâ   covid 

 donate little ur donation fighthunger 
  girlyoda"
2607,Negative,omo na wa ooo supermarket sef don dry abeg find prevention cure coronavirus asap awa world danger oyinboprincesssaysso ogama birmingham united kingdom
2608,Extremely Positive,itâ saturday iâve braved grocery store shopper iâve wash hand time coffee hand sit couch pet wildnâ usual glimpse live entertainment awful cackle relief tweet
2609,Positive,shoutout grocery store worker endure mass hysteria healthcare worker line maybe parent general public appreciate value educator week school closure
2610,Extremely Positive,go supermarket bit like apocalyptic film see like entire life scary coronavirus
2611,Extremely Positive,iâve broken covid health tip guideline keep safe touching face rub eye wipe mouth w hand shopping w hundred folk try stock food etc totally think sad level
2612,Extremely Negative,suck ppl tell ppl stock thing people income stock need know lot care think people food bank suffer think pls
2613,Extremely Positive,"zimbabwean able stock food case self isolation money buy food 
 god save 
 need lord 
  coronavirus 

 help come lord heaven earth 

 let entreat lord salvation"
2614,Neutral,stock food essential coronavirus
2615,Positive,friend work retail say co worker lucky container disinfect wipe stop gas car return pay store discover wipe go phone car covid
2616,Positive,"go costco rona walmart dollar tree super store shopper walmart toilet paper lysol wipe paper towel tissue chicken pasta canned food 

 finally go asian store able stock item wipe coronavirus"
2617,Neutral,talk get ready launch emergency essential kit market price get source couple thousand item go donate proceed food bank people afford subsist covid coronavirus
2618,Extremely Negative,let tell coronavirus bother buy million roll tp food stock freezer shut vacation plan hell lampoon vacation ya spring break home ass
2619,Positive,usually grocery store saturday morning today arrive milk bread toilet paper pasta frozen vegetable pick lot cookie lol survive
2620,Extremely Negative,covid anxiety panic fear follow physical hygiene eat hot cooked food practice asana pranayama cure covid
2621,Negative,clean supermarket shelf run bank people eye open close police helpless store clerk try restock shelves coronapocalypse coronavirus quarantineandchill covid
2622,Positive,mf government official say stock food resource get bath body work hand sanitizer swifter ice cream half bag pizza roll corner kool aid spaghetti noodle bruh coronavirus
2623,Positive,walk grocery store like maytheoddsbeeverinyourfavor coronavirus
2624,Negative,pretty mess canât buy regular food grocery pregnant wife month old child decide stock apocalypse suck coronavirus
2625,Extremely Negative,little hazy forgetful pressure stress covid donât forget stock pet buy extra food extra prescription medication extra toy indoor yard exercise youâre quarantine
2626,Negative,  coronaoutbreak narendramodi government invoke disaster management act regulate price ensure availability vital protective item coronavirusupdate coronavirus opindia com
2627,Negative,think youâre try avoid get go grocery store good idea
2628,Neutral,pandemic start thank evil coronavirus play stream library game sit steam pc platform console exclusive remember wash hand stock food
2629,Neutral,"  maaninkavaara minkkinensimo right supermarket nuremberg germany 
 âwaite time cash register hourâ 

 

  coronavirus panickbuye pandemicpreparedness"
2630,Positive,donât understand toilet paper madness wouldnât stock hand soap perishable food coronavirus
2631,Negative,  coronavirus stop corona spread prohibit online shopping
2632,Negative,"representative today demand pass familiesfirst coronavirus bill contain 

  free testing 
  day pay sick leave 
  month pay family leave 
  expand unemployment insurance food security 
  medicaid fund 

 life line"
2633,Positive,"local store food toiletry stock tp tissue 

 kind inside joke world 

  coronapocalypse coronavirus panicbuye toiletpapercrisis tissue insidejoke"
2634,Positive,like europe italy spain country start protect groceryâs store safeway calmartnv costcopanicbuye calistogapoa sthelenaca usnationalguard secure basic food need long day ahead
2635,Negative,work large retail company hour slash store work wasnât get traffic donât pay time option apology thread coronavirusupdate
2636,Neutral,"uhmm go grocery store montreal apparently sell mask 
  coronaviruscanada coronavirus coronapocalypse montreal"
2637,Extremely Negative,hey price gouger itâ illegal immoral california ad report increase price federal state local emergency get arrest fine sale knock coronavirus
2638,Positive,"girl father result positive coronavirus say stay home quarantine thing 

 go fucking supermarket 

 wonder spread ll end cock suck idiot"
2639,Positive,"avoid online shopping portal china thank covid 
  shethepeople"
2640,Positive,"business exist logistic delivery operation exploit oppertunity support consumer 
 approach business 
  coronavirus"
2641,Positive,people wipe grocery store boiseidaho elderly family elderly not quickly run shop friend store run not want vulnerable people expose coronavirus
2642,Extremely Positive,maybe coronavirus finally convince addition shop online school work church online simultaneously save planet sudden massive reduction pollution greennewdeal prove need netneutrality
2643,Extremely Negative,  phineashead bovidiva highly scientific write way real study massive food shop panic buy result ol covid pandemonium poll option simply y n comment leave open
2644,Negative,  stefaniya donât warn stock week ago run awhile food etc week limit intend stayinside washmyhand avoidcrowds avoidtouchingface covid corona
2645,Extremely Negative,wrong people store aisle include pet food people stock milk fail understand halal store run meat chicken people chill need panicbuying panicshoppe covid coronavirus
2646,Extremely Negative,"supermarket geneva look apocalyptic havenât reach peak covid epidemic switzerland 
  coronavirus coronainfoch"
2647,Extremely Negative,seriously donât need stock toilet paper ridiculous grocery store wipe toilet paper chill people coronaviruspandemic coronaoutbreak
2648,Neutral,stock food supply room apartment coronavirus
2649,Neutral,today eleventy billion email supplier handle coronavirus grocery store say immediate job opening
2650,Positive,dad face time local grocery store shelf push move look like rob
2651,Extremely Positive,remember family ability stock miss school breakfast lunch easily replace home iâm donate food ayfs hope people need need coronavirus
2652,Extremely Negative,wrong people say food shortage people stock pile food product like itâ apocalypse calm stop selfish coronavirus shopping
2653,Positive,  pwcdanica thank reply concerned folk go hungry panic buy people rely public transport friend protect fm covid food library close computer acc
2654,Positive,supermarket shenzhen panic mode saturday livinginchina bravo
2655,Negative,whoâve avoid people long coronavirus oughta sort âpreferre customerâ status come online grocery shopping movetothefrontoftheline
2656,Negative,  richardbarrow kind thing go south korea large store lose business day day online delivery service cheap price convenient plus coronavirus epidemic people wanna sh
2657,Extremely Positive,shoutout grocery store employee work endure iâm sure lot craziness appreciate kind patient folk coronavirus coronaoutbreak coronapocalypse
2658,Neutral,online shopping alternative way buy stuff
2659,Negative,neighborhood grocery store houston people go eat food buy go waste coronavirus houston
2660,Negative,"scene grocery store battle ground 

 sams club riverview fl 

  nationalemergency coronapocalypse covid coronavirus"
2661,Negative,"scene grocery store battle ground 

 walmart wimauma fl 

 go rice bean walmart heavy mexican area think thing 

  nationalemergency coronapocalypse covid coronavirus"
2662,Negative,"scene grocery store battle ground 

 aldi sun city center fl 

 didnât 

  nationalemergency coronapocalypse covid coronavirus"
2663,Positive,"scene grocery store battle ground 

 walmart wimauma fl 

 donât know isle lol 

  nationalemergency coronapocalypse covid coronavirus"
2664,Neutral,"  imaishikis imai san hear covid buy peach supply stock 

  peach specifically 

  can food necessity survival situation"
2665,Negative,"run cry 
 thing expect 
 grocery store 
  haiku covid covid coronapocalypse coronavirus coronaoutbreak 
 water system safe stop buy bottled water"
2666,Positive,"feel like iâm contestant supermarket sweep 

  coronavirus coronapocalypse covid"
2667,Negative,iâm scared shop online grocery shopping
2668,Extremely Negative,cashier grocery store watch panic hour day home tv check social medium scared coronavirus coronapocalypse coronaviruspandemic
2669,Extremely Negative,worried people coronavirus insane
2670,Positive,store stop shop like target walmart go shift mandate curbside pick regulate hoarding limit germ spread model like instacart personal shopping online order drive car loading delivery stayathome
2671,Neutral,marguerite alcarazen de leon sunww life time covid
2672,Extremely Positive,look bright covid increase demand premium quality food health care product dishwasher disinfection cabinet sweep robot auto wash phone ultraviolet disinfection lamp online education service entertainment
2673,Extremely Positive,ironic face possible lockdown virus contagious close proximity wide public scurry supermarket pharmacy collectively create perfect condensed mass humanity transmit ease
2674,Extremely Positive,buy need folk donât leave queue food family stock pile ask people pledge share stayhome coronavirus covid coronauk london
2675,Positive,  duncanbannatyne crazy ask people buy need donât leave queue food family stock pile ask people pledge share duncan stayhom
2676,Negative,paraphrase c s lewis coronavirus kill need dominate mind auspol coronavirusoutbreak coronavirusaustralia covid cslewis supermarket australia
2677,Neutral,couldnât half grocery list store theyâre buy double chocolate wine right
2678,Extremely Positive,"see early grocery store hand soap pretty clean think âha wash hand time â 
 
 

  ssgtcain hysteria panicbuye covid cov corona wâ  "
2679,Negative,  plenty food ontario government urge calm amid pandemic panic buy covid coronavirus
2680,Extremely Negative,"michigan resident report suspect price gouging violation consumer protection act online coronavirus pandemic time visit 

 

 call"
2681,Neutral,work grocery store shelf coronavirus giant coronaviruspandemic wedonothavetoiletpaper
2682,Neutral,large retail store kosovo u buy mainly nonfood good toy office stuff etc announce close door health staff client notice coronavirus
2683,Positive,woman grocery store like liter soda plan spend week social distancing develop diabete
2684,Negative,ffs contend idiot create shortage wake people shop restriction auspol
2685,Extremely Positive,reduce spread corona virus like run business success depend consumerâs behavior virus coronavirus business healthtoeveryone
2686,Positive,nice long pause douchebag pricegouger point donate nursing home small biz shelter grocery store worker probably right thing donât know maybe try sell normal price recoup coronapocalypse coronavirus
2687,Negative,people leave gas pump car inside food deserve coronavirus sorrynotsorry
2688,Negative,"beware online offer vaccination ftc fda jointly issue warning letter seven seller unapproved misbranded product claim treat prevent coronavirus 

 blog post"
2689,Extremely Negative,imagine president plan americans stock food orderly way week ago hell grader come trump trumpvirus coronapocalypse coronavirus traderjoe kroger ralphs trumptrain bernie
2690,Positive,security tag store stock toilet paper retail job theft coronavirus coronavirusupdate coronapocalypse
2691,Extremely Negative,"covid preparedness stock food toilet paper avoid panic buying say health canada coronavirus cdnhealth bchealth toiletpaper panicbuye 
"
2692,Negative,"coalition consumer advocate higherednotdebt call congress department education usedgov immediately relieve burden studentdebt response coronavirus pandemic 

"
2693,Negative,"  bumble wonât run food oh insist extra ration 
 get x pasta supermarket shelf garlic ginger paste paracetamol soluble version â£ tablet ffs loo roll stock need coronavirus"
2694,Negative,news coronaoutbreak scandalous increase price surgical mask amazonin flipkart time fight amazonin flipkart restrain seller practice malign business drharshvardhan mohfw india piyushgoyal
2695,Positive,raise hand lady grocery store scoff try belittle people regular grocery cart largefamilyproblem coronapocalypse coronavirus
2696,Negative,kill coronavirus car damage surface consumer report ask sunset north car wash germ buster interior steam cleaning sunsetnorthcarwash carwash autodetaile coronavirus
2697,Extremely Positive,  hoarsewisperer work puzzle order amazon yesterday research plant garden wonder coronavirus have flu like symptom dry cough yesterday decide feel good worry stay h
2698,Negative,"try weekly online delivery carry shopping bag walk supermarket following totally go 

 toilet roll 
 handwash 
 dettol product 
 pasta 
 paracetamol ibuprofen 

 necessity stop hoard coronavirus"
2699,Neutral,covid stunt business money theyâre go stock thing make bank toilet paper food water
2700,Negative,"elderly person tell struggle buy usual grocery supermarket shelf 

 letâs look 

 long term thatâs important thing 

 "
2701,Extremely Negative,"insane mask medicine cost covid trouble pharmacy company disgusting rise price 

  coronavirus covid"
2702,Positive,forgot stock toilet paper covid shut forget stock food worry
2703,Neutral,m go start enter code âcovid  kind discount online shopping self quarantine
2704,Extremely Negative,need stop buy grocery store ridiculous make sickness bad freak calmdown
2705,Extremely Positive,"anybody whoâ shop black friday curious itâ like need visit local grocery store walmart today experience pretty chaos 

  coronapocalypse coronavirus coronapanic panicbuye covid"
2706,Extremely Negative,"  self employ worker force debt have work ill report jessica beard 
  coronavirus"
2707,Neutral,  whitehouse realdonaldtrump potus food supply grocery store oh right stock market oil company airline resort priority right worstpresidentinhistory coronavirus
2708,Extremely Negative,  time tell suspect covid infect kill âexpertsâ project say canât sure âhoaxâ take toll stock market food s
2709,Neutral,"guess happen 
 cat food litter box substrate stock 
  coronavirus"
2710,Extremely Positive,texas prepared school shut couple week food stock good bbq beer bean clean ammo room oil gun ready zombie democratâs protect personal property chinavirus wuflu coronavirus
2711,Negative,"shopper stockpile food covid fear 
"
2712,Negative,strange movie book tell end come need stock food water ammo run grab toilet paper coronavirus coronaviruscanada
2713,Negative,day number minute late sorry grocery store corona corona day keep virus away
2714,Positive,ok small group follower time day corona early est time grant
2715,Positive,apple close retail store outside great china march include apple store fashion fair
2716,Negative,"  coronavirusupdate royal canadianmint close boutique ottawa winnipeg long retail store follow lead 
  decision take line guidance government canada reduce risk transmit covid 
"
2717,Extremely Positive,ve see crisis bring good ppl weâd like encourage carry donate foodbank check local food bank item need donate thank
2718,Positive,stock price increase trumppressconference declare stateofemergency president action help boost market confidence devastating week loss coronaoutbreak lockdown coronavirususa wuhanvirus coronapocalypse
2719,Negative,away crowd say people hear letâs shop stock pile cupboard production line food struggle need crowd common sense isnât common coronaviruspandemic quarantineandchill
2720,Extremely Positive,group people gain panic cause covid people need win election fall people control medium food thought
2721,Positive,"pick hammer nail coffin shut 

 survive grocery store lineup 
 "
2722,Extremely Negative,athlete covid horrible canât boxing club gym fight cancel diet fuck cause canât hand decent food panic buy lockdown run metre backyard
2723,Negative,"supermarket shelf pic ridiculous hoarding symptom covid paranoia 

 supply chain shut america thing restock like normal"
2724,Negative,ad toilet paper relate item outrageous price facebook marketplace craigslist amazon social medium site flag report canât sell ad coronapocalypse toiletpaperpanic geteven
2725,Positive,social distancing boost online shopping expert say
2726,Neutral,"get toilet paper try corona virus 
  coronapocalypse coronavirusupdates coronavirus coronaoutbreak panic panicbuye toiletpaper toiletpaperapocalypse"
2727,Extremely Negative,"march 

  coronavirus fear hold capitol go grocery shop hour store open look pick 

 little meat 
 onion potato 
 toilet paper 
 bread go 

  todayinwashington"
2728,Positive,reality check covid customer service worker remarkably like responder cashier supermarket airline counter agent hotel restaurant staff retail store employee bank clerk list go
2729,Extremely Positive,  cityharv incredible thing borough new work tirelessly year long help serve food insecure thousand rely month free fresh produce meal expect demand increa
2730,Negative,shoutout old woman grocery store today middle doomsday shopper buy bottle wine quarantineandchill coronaviruspandemic
2731,Neutral,go supermarket morning regular weekly shop official m people society panickbuye coronavirus
2732,Neutral,secret document reveal coronavirus category intel personnel stock month food timcast
2733,Neutral,"  coronavirus preparation stock 

"
2734,Extremely Negative,"thing scare covid 

 â people panic start hoard shit limit food medicine safety 

 â people lose job not afford pay rent mortgage loan 

 â start behave like animal 

 death die"
2735,Negative,doom ar price go deal lmk
2736,Extremely Positive,"shake hand sneeze cough hand sanitizer stock 

  coronavirus"
2737,Extremely Positive,"  retail store close march online store open free delivery service area office service department hour remain unchanged 

 stay healthy 

  healthandsafety covid ultimatepoolservice"
2738,Extremely Negative,psa want remind pet forget stock pet food probably want store possibly expose hurt buy new toothbrush coronavirus covid coronaoutbreak
2739,Positive,  coronavirus covid look mall basic requirement milk butter anti bacterial soap paracetamol calpol baby nappy lot food product rice flour etc stock business opportunity increase price good
